jugador_id;nombre;equipo;posicion;nacionalidad;temporada;partidos;minutos;goles;asistencias;contrib;xg;xa;salario_eur;goles_por90;asistencias_por90;contrib_por90;xg_por90;xa_por90
442;Jugador_442;Equipo_07;GK;POR;2022/23;34;2880;0;0;0;3,9261090990975895;6,939213281238827;645746,0;0,0;0,0;0,0;0,12269090934679969;0,21685041503871336
442;Jugador_442;Equipo_07;GK;POR;2023/24;35;2979;0;0;0;6,86590702988224;7,9932880193373;645746,0;0,0;0,0;0,0;0,20742921540429726;0,24148906402831724
443;Jugador_443;Equipo_13;DEF;ARG;2022/23;29;2456;1;2;3;3,0475061117508333;8,252526304500238;555724,0;0,03664495114006515;0,0732899022801303;0,10993485342019543;0,1116757125641592;0,3024134232105136
443;Jugador_443;Equipo_13;DEF;ARG;2023/24;27;2173;2;2;4;5,152749879053249;9,153290002473915;555724,0;0,08283479061205706;0,08283479061205706;0,16566958122411413;0,2134134786538391;0,379105430383181
444;Jugador_444;Equipo_08;DEF;CRO;2022/23;25;2091;0;0;0;2,9647327336833844;6,584361379393522;990226,0;0,0;0,0;0,0;0,1276068608472045;0,28340149409154325
444;Jugador_444;Equipo_08;DEF;CRO;2023/24;22;1812;0;1;1;1,8618636859785713;6,581032212721114;990226,0;0,0;0,04966887417218543;0,04966887417218543;0,09247667314463102;0,3268724608967441
445;Jugador_445;Equipo_17;DEF;POR;2022/23;29;2393;1;0;1;2,5558862182734474;6,897916578155544;636470,0;0,03760969494358546;0,0;0,03760969494358546;0,09612610097977864;0,25942853825073087
445;Jugador_445;Equipo_17;DEF;POR;2023/24;26;2124;2;0;2;5,518025231582943;6,130049617349178;636470,0;0,0847457627118644;0,0;0,0847457627118644;0,23381462845690437;0,2597478651419143
446;Jugador_446;Equipo_02;MID;ITA;2022/23;24;1944;1;6;7;3,1257759993930536;11,734675333676753;1044678,0;0,0462962962962963;0,2777777777777778;0,32407407407407407;0,14471185182375249;0,5432720061887386
446;Jugador_446;Equipo_02;MID;ITA;2023/24;27;2205;2;3;5;5,098584260734161;14,11896246878421;1044678,0;0,0816326530612245;0,12244897959183673;0,20408163265306123;0,20810548002996576;0,5762841823993555
447;Jugador_447;Equipo_03;DEF;ESP;2022/23;22;1787;1;1;2;3,811576662723694;6,565066630304227;1096477,0;0,05036373810856184;0,05036373810856184;0,10072747621712368;0,19196524882212226;0,33064129643390067
447;Jugador_447;Equipo_03;DEF;ESP;2023/24;24;1959;0;1;1;3,213926916967726;7,043726494297692;1096477,0;0,0;0,045941807044410414;0,045941807044410414;0,1476536102741681;0,32360152347462595
448;Jugador_448;Equipo_01;FWD;ITA;2022/23;28;2331;8;4;12;17,12017682732364;8,8737574413713;1239538,0;0,3088803088803089;0,15444015444015444;0,4633204633204633;0,6610106883136541;0,3426161174274633
448;Jugador_448;Equipo_01;FWD;ITA;2023/24;27;2212;5;3;8;13,60722870750591;9,069109810722608;1239538,0;0,2034358047016275;0,1220614828209765;0,325497287522604;0,5536395043741104;0,36899633045435565
449;Jugador_449;Equipo_15;MID;ENG;2022/23;32;2717;2;5;7;4,56497610019268;15,161543124411823;1121123,0;0,06624953993375046;0,16562384983437617;0,2318733897681266;0,1512137832231657;0,5022226283390003
449;Jugador_449;Equipo_15;MID;ENG;2023/24;25;2001;2;7;9;4,249326457590915;13,493721652960048;1121123,0;0,08995502248875561;0,3148425787106447;0,4047976011994003;0,19112412852732752;0,6069140173745149
450;Jugador_450;Equipo_06;MID;URU;2022/23;26;2118;2;4;6;6,026393188815733;11,50817763306203;971587,0;0,08498583569405099;0,16997167138810199;0,254957507082153;0,25607903068622095;0,4890160467306811
450;Jugador_450;Equipo_06;MID;URU;2023/24;30;2471;7;4;11;9,333169989743219;15,640067395777393;971587,0;0,254957507082153;0,14569000404694457;0,4006475111290975;0,33993739339412776;0,5696503705463235
451;Jugador_451;Equipo_16;DEF;ITA;2022/23;27;2171;0;2;2;2,4231830619316335;7,299930261428157;1088268,0;0,0;0,08291110087517273;0,08291110087517273;0,1004543876434118;0,30262262714349797
451;Jugador_451;Equipo_16;DEF;ITA;2023/24;27;2382;1;0;1;5,4183918138250355;6,409473245479739;1088268,0;0,03778337531486146;0,0;0,03778337531486146;0,20472513150472427;0,24217153320452414
452;Jugador_452;Equipo_10;MID;URU;2022/23;27;2204;0;5;5;3,3520158543473095;13,213991575650194;622983,0;0,0;0,20417422867513613;0,20417422867513613;0,13687905031363787;0,539591307535625
452;Jugador_452;Equipo_10;MID;URU;2023/24;22;1800;1;0;1;4,028473058779011;7,382521114037413;622983,0;0,05;0,0;0,05;0,20142365293895054;0,3691260557018707
453;Jugador_453;Equipo_20;DEF;ENG;2022/23;26;2128;0;1;1;2,8510692458147844;7,212610936393873;1119041,0;0,0;0,042293233082706765;0,042293233082706765;0,12058093614818167;0,305044635467786
453;Jugador_453;Equipo_20;DEF;ENG;2023/24;26;2121;1;1;2;2,2902640057778645;7,112748998076402;1119041,0;0,042432814710042434;0,042432814710042434;0,08486562942008487;0,09718234819425169;0,30181396031441593
454;Jugador_454;Equipo_08;GK;GER;2022/23;34;2877;0;0;0;3,362452840093763;6,748381451424162;605291,0;0,0;0,0;0,0;0,10518622023233878;0,21110682329794042
454;Jugador_454;Equipo_08;GK;GER;2023/24;35;2916;0;0;0;3,950613818133261;10,574613900854555;605291,0;0,0;0,0;0,0;0,12193252525102657;0,3263769722485974
455;Jugador_455;Equipo_06;DEF;ARG;2022/23;27;2289;0;1;1;4,345171563148311;6,454590649583367;1440233,0;0,0;0,039318479685452164;0,039318479685452164;0,17084553983545125;0,2537846913335531
455;Jugador_455;Equipo_06;DEF;ARG;2023/24;31;2570;1;1;2;3,4291640254325704;7,601575386264467;1440233,0;0,03501945525291829;0,03501945525291829;0,07003891050583658;0,12008745614355305;0,2662030290909736
456;Jugador_456;Equipo_04;DEF;ENG;2022/23;30;2489;2;0;2;5,769867290100858;10,25962716337788;1080681,0;0,07231820008035356;0,0;0,07231820008035356;0,2086332085613006;0,37097888497549586
456;Jugador_456;Equipo_04;DEF;ENG;2023/24;26;2128;0;1;1;3,171984895128545;8,400408538406095;1080681,0;0,0;0,042293233082706765;0,042293233082706765;0,13415349650449673;0,355280436304769
457;Jugador_457;Equipo_12;MID;NED;2022/23;30;2542;4;4;8;6,336231432884023;11,225935632986218;889242,0;0,14162077104642015;0,14162077104642015;0,2832415420928403;0,22433549526339971;0,3974564150152477
457;Jugador_457;Equipo_12;MID;NED;2023/24;26;2185;1;5;6;3,9875905503115683;13,725660830720194;889242,0;0,041189931350114416;0,20594965675057209;0,24713958810068648;0,16424858101969847;0,5653590273523192
458;Jugador_458;Equipo_17;MID;BRA;2022/23;29;2401;1;2;3;4,480461204141986;9,33653454162717;677206,0;0,037484381507705125;0,07496876301541025;0,11245314452311538;0,16794731710653008;0,34997422271821965
458;Jugador_458;Equipo_17;MID;BRA;2023/24;29;2433;0;4;4;4,103229303420702;11,375182384456304;677206,0;0,0;0,14796547472256474;0,14796547472256474;0,1517840679440457;0,42078356539295825
459;Jugador_459;Equipo_04;DEF;GER;2022/23;29;2435;1;0;1;4,845573153005271;6,2571710404042005;1097846,0;0,03696098562628337;0,0;0,03696098562628337;0,17909715965933237;0,23127120888557623
459;Jugador_459;Equipo_04;DEF;GER;2023/24;27;2222;0;5;5;2,9490776079689556;9,92913164123049;1097846,0;0,0;0,20252025202520252;0,20252025202520252;0,11944958808155084;0,4021700484746824
460;Jugador_460;Equipo_04;MID;FRA;2022/23;27;2190;2;1;3;7,180052713798526;7,324287379476507;494164,0;0,0821917808219178;0,0410958904109589;0,12328767123287672;0,2950706594711723;0,3009981114853359
460;Jugador_460;Equipo_04;MID;FRA;2023/24;27;2197;2;5;7;6,275320773158124;15,611773999202969;494164,0;0,08192990441511151;0,20482476103777877;0,2867546654528903;0,2570682155595044;0,6395355757525113
461;Jugador_461;Equipo_12;MID;ESP;2022/23;26;2042;2;2;4;4,974165653671285;8,109452059062038;867983,0;0,0881488736532811;0,0881488736532811;0,1762977473065622;0,21923354986798024;0,3574195324757999
461;Jugador_461;Equipo_12;MID;ESP;2023/24;24;2028;0;2;2;3,050787717911939;7,1038638643817675;867983,0;0,0;0,08875739644970415;0,08875739644970415;0,13538998748129907;0,31526023066782993
462;Jugador_462;Equipo_11;MID;GER;2022/23;27;2181;3;0;3;6,247105481767969;11,840325861180565;1259930,0;0,12379642365887208;0,0;0,12379642365887208;0,2577897722875365;0,4885966655232695
462;Jugador_462;Equipo_11;MID;GER;2023/24;27;2215;0;4;4;4,5268368706721684;11,28330786698111;1259930,0;0,0;0,16252821670428894;0,16252821670428894;0,18393468097539284;0,4584639765364785
463;Jugador_463;Equipo_14;GK;CRO;2022/23;33;2762;0;0;0;3,3434511625577157;6,671834317177643;1160422,0;0,0;0,0;0,0;0,10894663455112036;0,21740227680882976
463;Jugador_463;Equipo_14;GK;CRO;2023/24;32;2664;0;0;0;3,0675843026604235;7,855952151359705;1160422,0;0,0;0,0;0,0;0,10363460481960891;0,26540378889728733
464;Jugador_464;Equipo_07;FWD;ARG;2022/23;32;2580;4;1;5;13,33181496645103;6,270048923143257;1699287,0;0,13953488372093023;0,03488372093023256;0,1744186046511628;0,4650633127831755;0,21872263685383456
464;Jugador_464;Equipo_07;FWD;ARG;2023/24;27;2198;9;5;14;20,776699336461842;11,691350024730948;1699287,0;0,3685168334849864;0,20473157415832574;0,5732484076433121;0,850729272193615;0,4787176989198295
465;Jugador_465;Equipo_06;FWD;ENG;2022/23;27;2268;11;7;18;16,57688702110909;12,597656070560486;1149093,0;0,4365079365079365;0,2777777777777778;0,7142857142857142;0,6578129770281385;0,4999069869270034
465;Jugador_465;Equipo_06;FWD;ENG;2023/24;25;2066;9;3;12;15,25312249201334;6,9146905440777084;1149093,0;0,39206195546950634;0,13068731848983545;0,5227492739593418;0,6644632256927399;0,301220788464179
466;Jugador_466;Equipo_14;GK;CMR;2022/23;32;2532;0;0;0;4,735896248582624;6,178344639061607;916066,0;0,0;0,0;0,0;0,16833754438089896;0,2196094066017159
466;Jugador_466;Equipo_14;GK;CMR;2023/24;34;2776;0;0;0;3,20601051390708;8,623764566820979;916066,0;0,0;0,0;0,0;0,10394126305894712;0,27958890886667437
467;Jugador_467;Equipo_11;DEF;CRO;2022/23;24;1975;1;0;1;4,6551465841616855;7,313423325459723;704186,0;0,04556962025316456;0,0;0,04556962025316456;0,21213326206306413;0,3332699236918355
467;Jugador_467;Equipo_11;DEF;CRO;2023/24;24;1933;1;0;1;5,235717028459934;7,132695763402966;704186,0;0,04655975168132437;0,0;0,04655975168132437;0,24377368471877603;0,3320965435624764
468;Jugador_468;Equipo_04;MID;ITA;2022/23;24;1980;0;4;4;1,7764624003640723;12,062591924039364;752418,0;0,0;0,18181818181818182;0,18181818181818182;0,08074829092563965;0,5482996329108801
468;Jugador_468;Equipo_04;MID;ITA;2023/24;25;2034;1;3;4;3,910692082525992;9,562836041749279;752418,0;0,04424778761061947;0,1327433628318584;0,17699115044247787;0,17303947267814124;0,42313433813049905
469;Jugador_469;Equipo_15;DEF;ESP;2022/23;29;2502;0;1;1;2,4434158016314265;7,619116577044999;767345,0;0,0;0,03597122302158273;0,03597122302158273;0,0878926547349434;0,2740689416203237
469;Jugador_469;Equipo_15;DEF;ESP;2023/24;24;1880;0;2;2;3,6233284690642873;9,183422251814617;767345,0;0,0;0,09574468085106383;0,09574468085106383;0,17345721394456695;0,4396319163102742
470;Jugador_470;Equipo_18;MID;ARG;2022/23;27;2231;4;5;9;8,307092045778436;12,24895101355448;793901,0;0,16136261766024204;0,20170327207530256;0,3630658897355446;0,3351135294128459;0,4941306997848065
470;Jugador_470;Equipo_18;MID;ARG;2023/24;27;2141;0;4;4;4,386965869589902;12,175345832260522;793901,0;0,0;0,1681457262961233;0,1681457262961233;0,18441239059462455;0,5118080919679808
471;Jugador_471;Equipo_14;DEF;CMR;2022/23;27;2249;1;1;2;3,414958921086905;8,943175187346922;899552,0;0,040017785682525564;0,040017785682525564;0,08003557136505113;0,1366590942186845;0,35788606796852956
471;Jugador_471;Equipo_14;DEF;CMR;2023/24;29;2312;0;1;1;3,6789146471667498;5,3516218250360215;899552,0;0,0;0,03892733564013841;0,03892733564013841;0,14321034526168142;0,20832437900226727
472;Jugador_472;Equipo_05;DEF;GER;2022/23;30;2528;1;0;1;5,176729235890226;5,937481875067583;547945,0;0,03560126582278481;0,0;0,03560126582278481;0,18429811361950962;0,2113818705522478
472;Jugador_472;Equipo_05;DEF;GER;2023/24;27;2276;1;0;1;5,922719574614747;8,068370396403898;547945,0;0,03954305799648506;0,0;0,03954305799648506;0,23420244363590828;0,3190480385221225
473;Jugador_473;Equipo_05;DEF;ENG;2022/23;22;1900;0;0;0;0,8666738891038595;6,400465983822166;613344,0;0,0;0,0;0,0;0,04105297369439334;0,30317996765473415
473;Jugador_473;Equipo_05;DEF;ENG;2023/24;28;2242;2;1;3;6,646790075203962;5,836997998104956;613344,0;0,08028545941123996;0,04014272970561998;0,12042818911685994;0,26682029739891017;0,2343130329301722
474;Jugador_474;Equipo_07;GK;NED;2022/23;33;2678;0;0;0;2,8900550213694824;8,040968261333319;780961,0;0,0;0,0;0,0;0,09712656905274586;0,2702341835399547
474;Jugador_474;Equipo_07;GK;NED;2023/24;36;2948;0;0;0;5,038493265514383;10,226061023783743;780961,0;0,0;0,0;0,0;0,15382102913714196;0,31219317915214956
475;Jugador_475;Equipo_10;MID;GER;2022/23;24;2033;2;3;5;5,754515120666343;8,929132625769066;1469051,0;0,08853910477127397;0,13280865715691095;0,22134776192818495;0,25474980858827884;0,39528870453478404
475;Jugador_475;Equipo_10;MID;GER;2023/24;25;1997;1;3;4;5,794446509523067;11,081621113463854;1469051,0;0,04506760140210315;0,13520280420630948;0,1802704056084126;0,2611418056369935;0,4994220832307195
476;Jugador_476;Equipo_07;DEF;FRA;2022/23;25;2071;3;0;3;7,6919848489856975;7,14195792135176;207769,0;0,13037180106228874;0,0;0,13037180106228874;0,3342726395020342;0,3103699724392363
476;Jugador_476;Equipo_07;DEF;FRA;2023/24;26;2194;1;0;1;5,587785126579196;6,923939888849195;207769,0;0,04102096627164995;0,0;0,04102096627164995;0,2292163452106325;0,2840267046474146
477;Jugador_477;Equipo_11;MID;GER;2022/23;22;1875;0;0;0;2,1242543574694053;5,872467949532861;848953,0;0,0;0,0;0,0;0,10196420915853145;0,28187846157757734
477;Jugador_477;Equipo_11;MID;GER;2023/24;28;2333;2;6;8;3,9681977553120107;13,587519414441497;848953,0;0,07715387912558937;0,23146163737676811;0,30861551650235747;0,15308092497988898;0,524164915259209
478;Jugador_478;Equipo_15;MID;FRA;2022/23;27;2385;0;1;1;4,277711396568091;8,499593993913086;950934,0;0,0;0,03773584905660377;0,03773584905660377;0,16142307156860722;0,32073939599672024
478;Jugador_478;Equipo_15;MID;FRA;2023/24;24;2007;3;1;4;5,416788743433985;10,07088928277145;950934,0;0,13452914798206278;0,04484304932735426;0,17937219730941703;0,24290532481766747;0,45160938487764346
479;Jugador_479;Equipo_13;DEF;ITA;2022/23;26;2197;2;0;2;5,877715363612506;5,8658540927970115;682911,0;0,08192990441511151;0,0;0,08192990441511151;0,2407803289600025;0,24029443256792493
479;Jugador_479;Equipo_13;DEF;ITA;2023/24;33;2808;0;2;2;6,9360909481416995;9,627357713343605;682911,0;0,0;0,06410256410256411;0,06410256410256411;0,22231060731223395;0,3085691574789617
480;Jugador_480;Equipo_17;FWD;ENG;2022/23;25;2161;8;7;15;15,433722207555595;11,321906259034828;1005046,0;0,3331790837575197;0,2915316982878297;0,6247107820453494;0,6427741780101821;0,47152779422171887
480;Jugador_480;Equipo_17;FWD;ENG;2023/24;24;2024;5;5;10;12,889351863536076;10,609631953622966;1005046,0;0,22233201581027667;0,22233201581027667;0,44466403162055335;0,5731431164615844;0,47177217185082354
481;Jugador_481;Equipo_18;DEF;CMR;2022/23;21;1670;0;0;0;2,189583268221128;4,7700359377484665;810570,0;0,0;0,0;0,0;0,118001493496947;0,25706780502836046
481;Jugador_481;Equipo_18;DEF;CMR;2023/24;27;2222;0;0;0;3,5990825205223262;4,95242870458769;810570,0;0,0;0,0;0,0;0,14577741982313652;0,20059342187798926
482;Jugador_482;Equipo_10;GK;BRA;2022/23;34;2699;0;0;0;5,392642807784029;9,005074023313883;1074011,0;0,0;0,0;0,0;0,17982136076345412;0,300280349054557
482;Jugador_482;Equipo_10;GK;BRA;2023/24;33;2649;0;0;0;3,8686514031772705;8,593307433652564;1074011,0;0,0;0,0;0,0;0,1314377600173478;0,29195834995422076
483;Jugador_483;Equipo_18;GK;NED;2022/23;35;2810;0;0;0;3,7350750774679526;8,653926842136187;967812,0;0,0;0,0;0,0;0,11962873913598425;0,2771720340897711
483;Jugador_483;Equipo_18;GK;NED;2023/24;34;2786;0;0;0;6,299027829453397;11,649399651844249;967812,0;0,0;0,0;0,0;0,20348618257387138;0,37632662191887384
484;Jugador_484;Equipo_17;FWD;NED;2022/23;30;2477;9;11;20;16,41850262773586;17,88673567966304;1198998,0;0,3270084779975777;0,3996770286637061;0,7266855066612838;0,5965543950327927;0,64990157899462
484;Jugador_484;Equipo_17;FWD;NED;2023/24;24;2054;6;7;13;11,118900534021803;10,459799897244505;1198998,0;0,2629016553067186;0,3067185978578384;0,569620253164557;0,4871962259308482;0,4583164511937709
485;Jugador_485;Equipo_14;MID;ARG;2022/23;28;2298;1;3;4;5,631660578291638;12,031754819062773;766908,0;0,0391644908616188;0,1174934725848564;0,1566579634464752;0,2205611192542417;0,4712175516604219
485;Jugador_485;Equipo_14;MID;ARG;2023/24;25;2020;0;3;3;4,849984113546006;11,39120013503863;766908,0;0,0;0,13366336633663367;0,13366336633663367;0,2160884010985844;0,5075287188878598
486;Jugador_486;Equipo_16;DEF;POR;2022/23;26;2194;0;2;2;5,549196380374362;8,715670997967269;980324,0;0,0;0,0820419325432999;0,0820419325432999;0,22763339755409867;0,35752524604241304
486;Jugador_486;Equipo_16;DEF;POR;2023/24;26;2193;0;1;1;2,5523525635668403;7,839806367175601;980324,0;0,0;0,04103967168262654;0,04103967168262654;0,1047477112270933;0,3217430793642518
487;Jugador_487;Equipo_12;DEF;ENG;2022/23;27;2313;3;1;4;5,780295213664923;8,86484088216382;819285,0;0,11673151750972763;0,038910505836575876;0,1556420233463035;0,22491421064844058;0,3449354428857518
487;Jugador_487;Equipo_12;DEF;ENG;2023/24;25;2054;2;1;3;5,3975305050983895;6,113702826424341;819285,0;0,08763388510223953;0,043816942551119765;0,1314508276533593;0,23650328405981258;0,26788376552005394
488;Jugador_488;Equipo_05;FWD;CMR;2022/23;26;2135;13;3;16;21,409514772087082;8,09401253931598;852189,0;0,5480093676814989;0,12646370023419204;0,6744730679156908;0,9025088194322424;0,3411995918212825
488;Jugador_488;Equipo_05;FWD;CMR;2023/24;24;1995;6;3;9;11,984428542405887;7,564424839196849;852189,0;0,27067669172932335;0,13533834586466167;0,406015037593985;0,5406509116874836;0,34125224838482027
489;Jugador_489;Equipo_11;FWD;POR;2022/23;28;2303;9;4;13;19,076110101992587;9,392850843197287;1059441,0;0,3517151541467651;0,15631784628745116;0,5080330004342163;0,7454841116714428;0,36706755357696735
489;Jugador_489;Equipo_11;FWD;POR;2023/24;21;1693;6;2;8;12,631287913723252;3,571962927576338;1059441,0;0,31896042528056706;0,10632014176018902;0,42528056704075606;0,6714801608004091;0,189885802411028
490;Jugador_490;Equipo_17;MID;BRA;2022/23;22;1835;1;2;3;4,217323098026636;7,918045823854459;1169991,0;0,04904632152588556;0,09809264305177112;0,14713896457765668;0,2068441846443582;0,38835102133346117
490;Jugador_490;Equipo_17;MID;BRA;2023/24;29;2443;2;5;7;5,81055085990398;12,238917596890717;1169991,0;0,07367990176013099;0,18419975440032746;0,25787965616045844;0,21406040826498493;0,45088112309462325
491;Jugador_491;Equipo_15;FWD;POR;2022/23;27;2217;7;2;9;17,140594575007;6,732410963407164;954778,0;0,28416779431664413;0,08119079837618404;0,3653585926928281;0,6958292790936536;0,273304910557801
491;Jugador_491;Equipo_15;FWD;POR;2023/24;27;2113;14;2;16;21,270656969738845;6,591309651359615;954778,0;0,5963085660198769;0,08518693800283957;0,6814955040227165;0,9059910682804051;0,28074674331394484
492;Jugador_492;Equipo_07;DEF;FRA;2022/23;27;2165;1;4;5;4,523413614206367;7,93526919544644;396024,0;0,04157043879907621;0,16628175519630484;0,20785219399538105;0,18804028881227394;0,32987262244350096
492;Jugador_492;Equipo_07;DEF;FRA;2023/24;29;2376;0;0;0;4,765251289549925;6,673904191202258;396024,0;0,0;0,0;0,0;0,18050194278598197;0,2527994011819037
493;Jugador_493;Equipo_07;DEF;ESP;2022/23;26;2179;1;3;4;4,873518182283083;11,29084251082889;584349,0;0,04130335016062414;0,12391005048187241;0,16521340064249657;0,20129262799700665;0,46634962183322626
493;Jugador_493;Equipo_07;DEF;ESP;2023/24;27;2135;0;1;1;2,443518944560717;8,192235552471514;584349,0;0,0;0,04215456674473068;0,04215456674473068;0,10300548244049859;0,34534014038521604
494;Jugador_494;Equipo_07;DEF;BRA;2022/23;24;1952;0;1;1;2,1176288257802245;6,549155738460985;237441,0;0,0;0,04610655737704918;0,04610655737704918;0,0976365749591292;0,30195902482658227
494;Jugador_494;Equipo_07;DEF;BRA;2023/24;28;2450;1;0;1;2,0941798935467872;7,126738621286203;237441,0;0,036734693877551024;0,0;0,036734693877551024;0,07692905731396361;0,2617985615982687
495;Jugador_495;Equipo_13;MID;POR;2022/23;23;1956;0;4;4;4,008970627003859;8,728716472359835;1041689,0;0,0;0,18404907975460125;0,18404907975460125;0,18446183866582172;0,4016280585441642
495;Jugador_495;Equipo_13;MID;POR;2023/24;23;1915;3;1;4;4,800193582013815;6,978959367063384;1041689,0;0,1409921671018277;0,04699738903394256;0,18798955613577023;0,22559656521213753;0,3279928684259554
496;Jugador_496;Equipo_01;MID;ARG;2022/23;23;1881;2;5;7;5,618041993008271;12,73592348582369;744659,0;0,09569377990430623;0,23923444976076555;0,33492822966507174;0,26880583698604166;0,6093743294652483
496;Jugador_496;Equipo_01;MID;ARG;2023/24;27;2133;2;5;7;6,835057955806591;11,594201163992606;744659,0;0,08438818565400845;0,2109704641350211;0,29535864978902954;0,288399069865257;0,4892068001684644
497;Jugador_497;Equipo_17;MID;ARG;2022/23;27;2216;5;4;9;5,771520867314616;10,683735598435012;702747,0;0,20306859205776173;0,1624548736462094;0,3655234657039711;0,23440292331151422;0,4339062291783173
497;Jugador_497;Equipo_17;MID;ARG;2023/24;30;2509;6;2;8;7,4053187336619875;11,000699669439507;702747,0;0,21522518931845355;0,07174172977281786;0,2869669190912714;0,265635187735982;0,39460461149842796
498;Jugador_498;Equipo_09;DEF;GER;2022/23;27;2166;0;0;0;3,8456678999036003;7,425782982515528;513748,0;0,0;0,0;0,0;0,15979229500984488;0,3085505394397034
498;Jugador_498;Equipo_09;DEF;GER;2023/24;25;2083;2;0;2;6,1547525203125435;4,784477980655489;513748,0;0,08641382621219394;0,0;0,08641382621219394;0,26592785733467544;0,20672252436821603
499;Jugador_499;Equipo_13;MID;NED;2022/23;24;2071;3;4;7;6,102360467577976;10,658439023952521;1279723,0;0,13037180106228874;0,17382906808305165;0,3042008691453404;0,26519190829648376;0,46318663068842436
499;Jugador_499;Equipo_13;MID;NED;2023/24;29;2384;5;4;9;7,751732057885531;12,930658755864988;1279723,0;0,18875838926174496;0,15100671140939598;0,33976510067114096;0,2926408914470209;0,4881540637700708
500;Jugador_500;Equipo_09;MID;CRO;2022/23;29;2344;1;1;2;4,656926965099657;9,600358089572866;1160051,0;0,03839590443686007;0,03839590443686007;0,07679180887372014;0,17880692272140322;0,3686144317668763
500;Jugador_500;Equipo_09;MID;CRO;2023/24;26;2134;1;0;1;5,003428765451355;7,722592366904307;1160051,0;0,04217432052483599;0,0;0,04217432052483599;0,21101620847732988;0,32569508576447403
501;Jugador_501;Equipo_04;FWD;CRO;2022/23;29;2342;15;3;18;24,57474414254954;9,310835880155258;1327983,0;0,5764304013663536;0,11528608027327071;0,6917164816396243;0,9443753086376852;0,35780325756360937
501;Jugador_501;Equipo_04;FWD;CRO;2023/24;28;2381;6;4;10;13,981808895490833;7,686744517081185;1327983,0;0,2267954640907182;0,1511969760604788;0,377992440151197;0,5285018062134292;0,29055313168303515
502;Jugador_502;Equipo_13;GK;ENG;2022/23;35;2776;0;0;0;4,994889819830945;9,190012485156997;1020098,0;0,0;0,0;0,0;0,16193807052766032;0,2979470906571072
502;Jugador_502;Equipo_13;GK;ENG;2023/24;32;2729;0;0;0;4,355703525855638;8,296340972343378;1020098,0;0,0;0,0;0,0;0,14364723976804963;0,27360596830740347
503;Jugador_503;Equipo_12;FWD;CRO;2022/23;26;2197;9;2;11;17,534754518621572;8,085467307586322;1419198,0;0,3686845698680018;0,08192990441511151;0,45061447428311335;0,7183103808265551;0,3312207818310282
503;Jugador_503;Equipo_12;FWD;CRO;2023/24;28;2243;11;4;15;18,465982256627544;10,039524676438141;1419198,0;0,4413731609451627;0,16049933125278645;0,6018724921979492;0,7409444507786352;0,4028342491660422
504;Jugador_504;Equipo_04;DEF;ARG;2022/23;28;2312;1;0;1;4,093652165041165;7,470222619032722;950100,0;0,03892733564013841;0,0;0,03892733564013841;0,1593549718225367;0,29079586319764056
504;Jugador_504;Equipo_04;DEF;ARG;2023/24;30;2559;2;1;3;5,558966851865922;9,959418005480567;950100,0;0,07033997655334115;0,035169988276670575;0,10550996483001171;0,1955087990105248;0,35027261449521335
505;Jugador_505;Equipo_12;DEF;BRA;2022/23;27;2215;0;0;0;4,168825533199383;2,9769951534796903;1245134,0;0,0;0,0;0,0;0,16938794491555056;0,12096142835809125
505;Jugador_505;Equipo_12;DEF;BRA;2023/24;25;2105;0;2;2;1,3504734709889736;6,88443044286733;1245134,0;0,0;0,0855106888361045;0,0855106888361045;0,057739958379576066;0,29434619470691675
506;Jugador_506;Equipo_09;DEF;ESP;2022/23;24;1954;0;0;0;3,4732542528125983;3,5000458930656193;842869,0;0,0;0,0;0,0;0,15997588677233052;0,16120989272052494
506;Jugador_506;Equipo_09;DEF;ESP;2023/24;24;1928;0;1;1;2,7703997524607766;5,198686995231026;842869,0;0,0;0,046680497925311204;0,046680497925311204;0,12932363989702797;0,24267729749522426
507;Jugador_507;Equipo_09;FWD;CRO;2022/23;27;2183;8;4;12;16,62561737964349;7,733445379858027;1496794,0;0,3298213467704993;0,16491067338524965;0,49473202015574896;0,6854354393806295;0,3188319212951088
507;Jugador_507;Equipo_09;FWD;CRO;2023/24;24;2004;11;2;13;14,131110203605171;6,112687923224086;1496794,0;0,4940119760479042;0,08982035928143711;0,5838323353293413;0,6346306977666993;0,27452191271964455
508;Jugador_508;Equipo_13;GK;ITA;2022/23;37;3099;0;0;0;2,672549514486886;8,429020564986466;984818,0;0,0;0,0;0,0;0,07761518435102283;0,24479246558527973
508;Jugador_508;Equipo_13;GK;ITA;2023/24;33;2748;0;0;0;3,8560812892935075;7,480005242242354;984818,0;0,0;0,0;0,0;0,12629087192009303;0,2449783376280247
509;Jugador_509;Equipo_15;FWD;ARG;2022/23;23;1817;10;2;12;14,595790385664069;7,583793577285183;878701,0;0,4953219592735278;0,09906439185470556;0,5943863511282333;0,7229615490972846;0,3756419493426893
509;Jugador_509;Equipo_15;FWD;ARG;2023/24;30;2369;12;1;13;22,734326534825797;7,957745042058587;878701,0;0,45588856057408184;0,03799071338117349;0,4938792739552553;0,863693283298574;0,30232041105330215
510;Jugador_510;Equipo_07;DEF;GER;2022/23;25;2154;0;1;1;2,9454185694904655;9,244680762796087;891788,0;0,0;0,04178272980501393;0,04178272980501393;0,12306762825169076;0,3862679984455189
